a1,a2,a3,a4
4.63671,0.516978,-3.20594,1.82241
1.9928,4.18466,-2.74061,2.80436
-3.76411,0.997335,-1.30309,1.83668
-4.55871,6.10433,-1.72069,1.72311
0.575382,0.17098,-0.497967,-1.32895
1.35004,-0.0790275,1.41234,-0.525148
1.5016,-1.36188,3.60394,-1.25617
2.85117,-2.9975,0.790147,2.65057
1.33185,-0.690489,-1.07767,6.74958
-3.14157,0.72455,2.29817,-1.41543
0.0276034,-4.73102,-1.30033,-6.70768
0.884348,4.74813,-4.45488,-1.66232
-8.09804,1.85704,1.14746,0.399866
0.893168,0.440376,1.46518,4.66606
8.55,5.0323,-2.51119,6.74742
-4.17647,-4.76084,0.628185,-1.594
-8.77893,-0.6227,-1.95301,-0.0658124
-3.66031,1.03109,0.164094,1.37187
3.29895,-6.2476,3.88068,0.447572
6.46744,-0.987814,5.8688,1.32459
1.96403,0.514944,4.53281,0.643731
-0.289503,-0.27982,-1.49885,1.53675
-5.13933,3.05136,-2.43228,-0.345854
-5.63609,5.17724,1.42406,-5.32592
2.04219,-0.538234,-1.65737,-2.49452
2.46106,2.6472,-3.54698,3.08094
-1.67367,3.59869,-0.595365,2.3995
1.07269,-1.43753,-1.79601,0.348844
3.98757,-0.166205,-2.96893,1.2838
-2.95146,0.270495,-0.862727,1.2077
-5.11924,-1.51047,0.0677997,0.468038
-1.02168,2.32235,-0.825892,0.607554
0.303462,-0.985238,3.58131,-2.23293
1.35017,-2.46074,5.18963,-2.03244
3.53681,4.4264,5.33324,-0.665676
2.4593,-0.206607,4.72719,-1.54385
1.98045,0.294357,1.03489,-0.350612
-0.836603,2.3557,-1.14816,-0.1938
-3.07155,-0.288904,-0.283717,-1.89235
1.32263,1.35269,0.105324,-1.44584
4.59112,2.108,0.623495,-1.36355
2.39403,-0.0962462,1.31646,-3.08674
1.8544,1.1965,-0.883421,-0.522125
2.18209,1.73326,-0.580741,-0.0218556
1.16184,-2.08207,-1.56769,-1.23008
1.20417,0.688757,-2.47421,-1.10267
-0.886943,0.684282,-1.48409,-0.76109
0.0426675,-0.519388,-0.462786,1.25757
1.44312,0.852672,0.252388,1.90139
1.66972,-2.32476,2.58153,-1.00856
1.89524,-3.73763,1.3126,-4.60153
2.06729,-2.29412,-1.71545,-2.63937
-2.53177,-0.209319,-2.30646,1.53127
-3.46993,-1.68428,-2.44221,7.15761
0.93822,-2.33533,-2.92685,5.94765
1.28898,-6.76497,-3.55967,-2.63101
-5.33349,-5.58299,-6.81589,-1.29566
-11.7452,2.2048,-3.34694,5.33626
-3.77469,-4.42935,4.8893,4.38905
13.4521,-0.909992,3.62063,2.29702
2.01153,0.134103,3.29878,-0.459142
-10.7924,-5.50883,1.51912,-1.49802
-2.5543,3.91025,-1.20445,-0.488256
1.35601,-1.81634,5.5359,-3.69814
4.69628,-1.13587,4.86143,-0.525874
1.3073,4.16256,-0.962884,4.41326
-5.29903,0.146847,-1.19755,0.5904
-5.10621,2.26757,1.00936,-3.59797
5.72413,0.150101,1.58865,-4.81311
5.61545,-1.64849,4.45693,-3.84212
2.35536,0.50586,1.58534,1.05219
0.172931,3.88273,-1.5699,4.75974
-1.04231,-1.40784,-1.42808,4.03852
-3.21863,0.133289,-0.716491,-2.32099
-4.2089,-3.24453,2.91967,-4.83473
-0.672415,-1.37354,3.3065,-0.988671
3.27453,-0.281312,2.50745,3.17837
2.38386,-2.68337,3.84482,2.20521
1.97109,-0.42367,3.15158,1.07251
0.515413,-3.09444,-5.35616,2.18633
-6.54629,0.418819,-9.05619,5.08893
-12.9289,-2.2525,-5.80769,2.72969
-1.96961,0.476575,-3.79075,1.03835
6.81698,-1.32188,-4.65436,4.45448
-4.32844,5.38833,-1.47333,4.62628
-9.09359,-1.98473,0.401521,4.07484
1.24366,-1.77783,3.38942,0.9438
7.41089,-3.96188,6.42656,-6.13838
1.19373,-4.11427,4.22089,-5.26323
-3.77727,0.538264,1.3086,-1.771
-1.39008,0.137085,1.86112,-0.193949
8.29858,3.04498,2.35942,1.3243
5.23416,0.216263,0.852506,-0.0875823
-0.459788,0.655675,-5.35436,-1.4199
-4.90403,0.319439,-8.7869,-3.31173
-4.21052,1.32245,-2.9281,-4.57603
7.70005,-1.16719,-1.36779,1.51829
8.05366,1.53111,-0.511485,7.37567
-3.0748,3.60059,-0.0638107,4.61345
-1.80067,-0.455802,-0.273921,-1.68986
-0.448933,0.0722784,1.61997,-5.15254
0.766847,-3.12074,3.55648,-4.32121
0.54893,-2.34754,4.06389,-0.0609194
1.58886,-0.771837,4.25828,2.59162
4.18664,-4.03143,1.68467,1.94001
0.744052,-3.1042,-0.550251,-0.040021
-3.3763,-5.27876,-3.14841,-0.0627934
-4.74745,-1.99937,-4.50316,-0.441995
-2.95254,-1.46478,-4.17041,0.5228
-0.315278,-1.671,-1.71089,2.14381
2.56107,-0.0405234,-0.145206,2.11945
2.03921,0.492709,-1.44105,1.03878
-2.13176,1.99628,-0.515209,-3.12076
-2.41996,1.34876,0.947974,-4.48624
3.37765,4.2092,2.51173,-2.61041
5.981,4.04542,3.53689,-2.01444
4.08948,5.59821,2.13455,-2.58086
1.05193,3.74064,-0.73608,-2.64644
-0.935515,4.52686,-0.956537,-1.98388
0.131142,3.36387,-1.36379,-1.06031
2.35645,2.67472,-0.586395,0.201681
2.25537,2.44234,0.0400722,0.823594
2.37084,1.31784,0.86782,-0.30421
3.47359,0.518605,-0.620609,0.114627
1.30445,-0.124582,-1.18817,0.282681
-2.65606,-3.86128,-1.8007,-0.202023
-1.7236,-3.52721,-1.71255,0.0989169
0.521658,-0.931413,-0.0847797,-0.928142
1.04311,-0.912432,0.220246,0.085801
-0.235355,0.957338,0.884513,1.81822
-0.0303279,-1.97307,2.80323,-0.452807
3.58635,-0.74323,1.19409,-1.18743
1.57203,-0.656188,-1.45443,-0.595494
-3.63506,-0.149122,-1.15382,-1.24984
-1.51857,-0.501086,-2.20368,1.50489
4.04823,2.40288,-0.372836,-0.14639
3.69978,0.522672,-1.34682,-1.29135
-0.419757,4.07661,-3.36846,4.94898
-8.3705,5.63183,-0.848791,5.12943
-0.904576,0.914766,2.06116,-2.32345
7.39407,0.151592,-0.733044,-5.26309
-1.7753,-0.348424,1.16388,-2.78452
-6.05672,-1.61636,2.17111,-0.801598
7.76152,-0.57701,0.543344,6.05747
5.90474,3.30435,2.38674,1.16936
-3.09786,-4.34109,0.973911,-1.49543
-2.93232,3.81928,-4.4099,2.24643
-9.66674,1.55836,0.199,-2.24375
0.39099,-3.09688,0.618945,-3.84371
5.73377,0.898361,0.0142747,4.09228
-2.41209,-2.8847,5.83734,2.22077
2.0749,-0.817256,-1.12747,3.77692
-0.0326331,1.49152,-2.06172,3.33099
-9.00403,-1.53732,2.51545,-3.70319
-1.44421,0.133289,1.24569,-0.385789
2.71617,1.9453,1.68453,-1.59445
3.02011,1.53246,2.46096,-0.545916
0.902405,4.78745,-2.88133,3.85447
-2.65416,3.41078,-1.6277,4.86509
-1.06632,3.50026,-3.39246,0.182653
-0.520437,1.38428,-7.25804,2.4459
-9.22018,6.57899,-4.99139,0.990492
-8.34634,-1.53637,-1.28446,-0.452665
6.05102,3.30286,-1.46132,6.09566
2.82472,2.27734,4.89771,4.66591
-0.476745,-4.75013,5.47258,-0.0283518
1.00309,2.10949,-2.69067,2.61784
-6.82336,-3.34486,-0.192524,-0.269911
-6.80952,-2.69299,0.537274,-2.42002
3.2493,-0.0481161,-2.57809,3.86052
-0.815697,-3.01703,0.163546,1.20755
-2.3593,-0.848439,0.0585597,2.64508
1.00485,1.44352,-2.59727,2.39142
-0.0734743,-0.990662,1.13215,-0.964898
-0.700904,-1.55725,-0.651372,-0.211972
-0.339562,1.61517,-0.708487,0.170977
-1.46212,-0.11116,-0.0151097,-1.24782
1.25154,-0.989713,-0.686827,-0.237195
1.06849,3.34733,0.929627,0.317267
-0.507952,-1.21071,3.63002,-2.33772
3.11768,1.64798,2.315,-0.744383
1.58927,3.35573,0.474641,1.48874
-2.9581,-2.60866,2.40095,-1.11061
0.157606,1.62642,0.272395,-0.699271
2.8311,1.51131,0.451878,0.52582
-1.05763,-2.98367,1.80373,-2.68925
1.31178,0.33137,-0.20494,-0.0214354
1.51803,-1.70774,0.148647,-0.22653
1.56512,-5.03444,1.07655,-0.551395
1.5107,-0.336628,-2.88767,1.4076
-1.84599,-4.2973,-1.75407,-0.825672
-3.55622,-2.41885,-2.05785,-0.711378
-0.132227,-0.310868,-1.50243,-0.257086
0.734424,-2.76675,0.951287,-1.5417
1.15276,-2.04194,1.00468,-1.29553
1.73134,0.464508,2.82296,-2.20152
2.86611,-2.47471,2.80268,-2.80095
4.45965,-1.90975,0.740349,-3.20638
0.96184,-0.121871,-0.903007,-2.69574
-1.94301,-0.384217,0.117468,-1.08597
0.341874,1.22267,-0.294612,1.04612
4.17809,1.629,0.985086,2.00011
1.82917,-0.877453,2.23899,-1.27391
0.767668,0.444036,0.95984,-7.14988
1.77272,-0.341374,-1.88347,-6.04975
0.605791,0.766578,1.00592,1.71877
1.35276,2.08888,5.17473,4.32259
10.374,-3.16142,1.01902,1.37848
4.17904,-1.09302,-3.66189,-1.75746
-11.052,-0.876098,-3.81116,-6.68925
-7.18972,-1.09397,-1.73586,-4.3842
6.85281,0.205552,1.05103,2.74453
7.95502,1.44732,4.83522,2.37124
2.05496,-2.41261,-0.390079,3.84495
-0.871463,1.98679,-4.09563,2.39876
-8.52531,-5.1646,-0.937634,-4.67159
0.180404,-3.45861,-1.8156,-2.56761
2.6889,-1.21193,0.424977,0.898245
-1.59957,-1.56986,1.34585,3.89366
0.1264,0.947576,-2.84435,8.77889
-2.45523,-2.46251,-0.169208,2.50801
-3.05078,-5.29909,1.56079,-3.94793
-1.8738,-2.96279,-0.531761,-2.62613
-2.31914,-0.563995,2.01149,-0.400928
0.516373,-0.375811,1.16802,3.65556
4.69182,2.02218,-0.217079,5.35959
-0.529931,0.72726,-3.2178,5.10146
-6.73855,-0.716928,-5.42568,3.38691
-10.3824,0.810777,-4.18199,-0.106042
-5.56388,2.92513,-0.31972,-0.901487
0.170907,0.544364,1.38806,0.463697
0.716787,4.71464,3.59622,3.01088
-0.202783,0.307101,3.59525,3.0028
-0.0240791,-0.473157,3.17379,1.9573
-0.444446,-0.583247,3.003,0.532157
