a1,a2,a3,a4
-18.9713,-0.249647,-0.187719,1.0615
-9.93899,8.53113,7.55448,4.69872
21.4341,-4.73962,-0.278358,5.95105
8.52254,-0.592933,1.26277,3.63822
-21.1476,-0.557682,8.98138,0.0193064
3.84423,2.48647,-4.12656,2.49557
3.86255,2.764,-5.86414,1.64334
-22.9758,-4.73406,4.98695,-3.56502
0.19445,-1.65289,-5.02163,4.36723
9.14509,-1.94479,-5.88663,6.24954
-9.06054,-2.31479,0.959125,4.40744
-1.51511,-0.832501,-5.44889,8.74354
0.606539,1.92125,-1.47183,3.21766
-6.74567,-2.19222,1.59815,1.03873
1.18838,8.80486,-3.4376,5.34413
-7.65005,4.46267,2.27911,0.376601
-5.54278,2.34195,1.78287,-2.20474
0.855801,3.67279,0.201873,3.57942
1.87062,2.3372,7.0388,1.86343
5.76682,-0.557276,1.77349,2.2128
-0.781839,2.73445,-4.26755,3.63433
-10.5873,1.10357,-1.25703,1.77104
-4.53488,-0.531109,-1.13798,0.568147
2.72072,4.05946,-3.62867,1.83042
-5.40425,4.32384,2.91068,-0.148314
-3.2746,0.518951,3.4174,1.10589
5.50019,6.21097,0.835652,4.93437
-0.222798,-2.92733,6.08013,3.90616
-2.46982,-5.37413,6.41564,2.09865
0.48021,-1.13349,-0.70934,-1.35049
-5.409,-7.3868,-1.57047,-4.47461
-9.49054,-1.7242,0.284923,-0.577817
2.01445,-0.605135,3.78395,3.09039
12.0768,-1.91388,3.3189,2.06117
3.79782,0.789702,-0.748797,3.82905
-6.58624,4.55012,-1.54302,0.154211
-2.45286,1.99147,-5.44296,-1.87396
-3.05681,3.26782,-5.94637,2.38013
-4.9045,1.14573,0.910562,3.06647
0.580484,2.91057,5.38661,0.254813
9.96302,2.16434,-0.384726,-0.489466
-2.98531,1.7736,-0.135574,-5.54246
-8.41303,-6.69562,0.679482,-1.01164
3.98467,3.11746,5.11,3.17874
12.3617,-0.215481,3.44182,-0.246033
1.76709,-1.44071,-2.98703,-4.51079
-13.0433,6.66055,-2.98192,1.74308
0.19621,2.3551,3.08174,-5.78272
12.2379,-1.36804,-1.10542,-4.06601
3.094,5.46745,0.0472198,4.7274
-12.2482,3.90124,8.38195,5.2271
12.5307,-2.05298,0.526348,-2.45105
9.64944,-0.374651,-5.13779,-5.89586
-19.4309,-4.37816,2.55074,-4.2283
-6.56738,-2.58947,3.32662,-3.13047
24.927,-6.30447,0.488685,6.29595
5.28077,6.05559,8.81224,-1.51984
-7.57135,-14.4106,0.128201,-4.68518
6.77119,9.67406,-10.2261,-1.19425
-7.06224,-5.69287,-2.15266,-7.65408
-4.52118,0.906571,-5.3697,-0.56888
9.6949,8.68027,-5.42116,5.12894
1.70019,-9.01036,5.46138,-6.03322
5.47915,8.39162,-7.82632,1.77897
1.32962,3.55063,1.46446,4.93091
-7.74639,-2.56846,10.0579,-6.56591
14.783,-1.65411,-5.84345,-3.12384
-0.170155,1.45675,-2.42968,-3.64242
-14.323,-2.82267,4.93535,-6.27823
15.654,-2.83324,-5.74053,6.13136
8.66298,7.03081,8.64035,4.12898
-7.91003,-7.86594,7.78846,-9.1742
10.0018,-1.89842,-10.9262,-0.719206
-7.29292,8.72596,-2.94578,-1.12003
-10.6363,-19.1726,0.521656,-8.15133
13.3908,7.18347,-7.30429,2.51561
5.02975,-0.514298,5.40151,4.28983
-4.93463,-4.46955,4.64784,2.5894
8.7775,-2.53876,-6.66444,1.77018
-6.02056,-1.76434,3.72407,-9.59405
-8.3939,-10.6642,-1.72389,-7.09544
5.9964,2.51278,-4.40745,0.0998755
-0.525121,-4.04559,10.029,-0.357588
13.2795,5.67434,5.74847,5.5155
13.2323,0.414283,3.33007,-2.04086
-3.84056,-0.197856,1.37851,-10.2323
-5.27996,1.15116,-7.3552,-5.0677
-0.743175,4.3256,-3.76263,-1.25392
-1.62163,-2.16538,-0.0212102,-3.74907
13.2188,-5.49534,-5.82773,1.06323
3.45099,8.92024,-4.40883,10.2245
-15.7357,-2.03129,7.44811,8.48512
8.62091,-5.97163,5.48704,-12.0219
13.1348,-7.96871,-2.88991,-14.476
-19.6783,-3.74542,3.63164,-14.0753
-2.13644,-6.04321,-4.22658,-0.878035
27.8207,3.97893,-7.48129,22.1374
-0.777234,-1.37455,18.5809,6.48317
1.3938,-11.9127,-0.971328,-7.69631
6.82614,5.15291,-22.5616,-4.82196
-36.0142,-3.34099,3.66434,-12.0609
-5.09855,-4.84835,4.83905,-4.21374
33.3755,1.86078,0.249876,10.2756
6.16275,-2.53944,12.3775,10.5434
-5.49354,5.21988,-4.00723,7.70207
-4.66895,-4.11433,-6.81275,-4.84041
-10.5027,-5.65478,5.13069,-16.1104
2.72627,1.55871,0.345757,-7.78437
5.94022,-1.02055,-0.756804,-3.88945
-0.663528,3.94408,4.32184,6.15081
15.013,9.9524,5.56954,9.34729
10.8472,-1.12549,5.83248,-1.57158
-8.66529,1.44102,-3.63806,-6.43476
-11.9243,2.72672,-12.1503,-6.66637
-15.7241,5.1605,-3.4245,-1.45412
-0.187257,-6.47273,2.25082,1.60948
23.5513,0.172274,-1.63353,12.0121
3.51897,4.71363,6.7248,8.37933
-7.80936,-6.7329,6.17834,-5.14769
6.35394,0.890301,-6.86903,-1.50615
