a1,a2,a3,a4
5.18442,3.81187,6.13919,-3.45186
24.1875,-4.5581,0.0578644,3.03233
-5.52775,1.13757,1.70977,9.44042
-6.59739,-2.92221,4.40492,-3.46079
16.5912,5.15125,-5.91986,-9.13945
2.17007,3.98121,-7.83416,3.6737
-25.7883,1.65752,3.79308,0.809298
8.92891,6.4661,-1.97881,-4.32398
16.5604,-3.00993,-8.77931,3.21711
-17.174,2.56861,-1.77394,8.49537
-15.4929,-0.135379,-4.07232,-0.629822
13.6615,-0.652478,-2.87043,-1.59606
0.630397,-2.20337,3.64077,0.96049
-13.9216,5.65086,4.04471,2.00571
4.44911,-4.34511,2.0984,-5.0315
11.604,-0.159241,-0.876112,-0.224388
-0.479681,-1.80544,-4.9187,4.64412
-10.9842,-0.456159,2.62154,-1.25462
10.8568,1.92637,-0.588607,-1.88936
10.5093,0.554448,-3.83393,3.97076
-10.1033,0.458322,1.39371,0.97332
-5.6268,-0.328985,0.597142,-7.7463
12.6559,-3.11649,-11.652,4.28135
-12.4542,1.44615,-6.86528,15.7355
-22.2662,0.114765,7.5665,5.1369
9.58945,2.44537,3.81446,-5.08872
11.0682,-3.90014,-0.0435352,3.08466
-20.8549,-2.51398,8.89063,-1.007
-0.23734,-4.0551,-0.266613,2.8591
21.2155,-4.26105,-5.75224,8.94376
-13.585,-0.941395,2.88324,3.7501
-8.49555,-1.73643,-5.22938,0.600318
0.364308,10.7844,-8.85809,1.40614
-6.72141,2.88465,2.16448,-4.52243
1.19039,6.29107,1.68066,-6.08291
10.9421,2.90403,-2.66281,6.03612
-9.05622,4.51539,1.31549,12.7214
-7.47978,-3.88807,5.24219,5.71529
10.9625,-2.08338,0.227552,-7.18679
-4.54454,-6.05869,-0.661311,-3.56484
-16.4464,-1.21499,6.79435,-2.7511
9.68402,-3.58708,2.65685,6.04376
17.1851,-1.02288,1.58713,9.19512
-8.98092,-3.9987,3.05583,0.684492
-9.73684,7.74746,-3.99562,-3.72915
-2.383,4.94491,-8.60121,-2.41585
-9.72178,3.8958,1.2352,-3.73434
-5.39192,3.99423,3.98677,-0.967794
19.0921,-4.38076,2.49958,1.34907
