a1,a2,a3,a4
-0.169381,-1.28208,3.30282,-1.55699
3.94582,-0.220907,-0.00348517,-0.174652
0.888728,0.694251,-0.0354913,-0.47026
-2.33282,-1.57887,1.30601,-1.29554
1.75551,2.08489,0.348722,0.502751
2.48702,-0.624662,0.941114,0.255715
-0.593818,-0.319066,1.87537,-1.14449
0.183684,0.959308,0.263464,-0.874251
0.949517,-0.271343,-0.217044,-1.6769
0.892798,-1.09268,-0.172897,-0.965629
0.608664,0.824407,0.143579,-0.148998
1.79405,-2.2489,0.157651,-0.372829
1.70667,-0.895142,-1.55827,0.52509
-0.95706,-0.000320237,-1.22193,0.53662
-2.26864,-1.09349,-0.0895697,-0.965773
1.16377,0.413467,-1.29408,-0.678958
0.482473,0.583076,-0.332927,-0.813862
-1.33102,-0.51186,1.82184,-1.20517
2.04779,-0.591445,0.834749,0.047881
3.70239,0.585517,0.200281,-0.653303
0.434846,-1.08021,0.54959,-3.94462
-0.700877,2.48769,-0.0407319,-0.601994
-1.26046,3.25032,2.65731,3.56533
2.02309,-0.0494001,4.87347,1.64353
6.11495,-0.24843,0.739421,-3.25943
-0.810922,-0.273512,-2.48066,-4.61078
-8.22392,-1.91076,-0.522343,-5.57903
3.60347,-3.23876,0.909661,2.32064
12.4973,-0.913717,4.08228,5.16285
3.35028,-2.06343,3.78774,-2.11592
1.24437,-4.69529,-8.01939,0.371449
-7.25903,3.71943,-8.8081,-0.41578
-13.2842,-4.58859,-2.14445,-3.41336
6.62325,3.42766,-3.75746,4.55506
5.03622,1.19616,3.45802,4.59253
-3.24642,-1.51528,2.64021,0.604648
1.3053,1.46719,-5.14642,3.77432
-9.96767,-6.32047,2.94951,-3.4432
-2.30582,-7.40999,4.57438,-2.69229
9.9258,-2.77169,1.57766,4.57726
-2.3761,-0.154203,8.65049,-1.02933
1.8083,-2.44739,2.32884,3.04157
3.9697,2.76847,-1.85764,4.77904
-9.76834,-4.7102,-2.06526,-0.896737
-4.83507,-0.93785,-8.95061,0.843901
-6.70732,3.69719,-3.27088,3.66752
-3.1247,-2.45105,1.52909,-0.516094
10.1969,1.09516,-2.71215,1.00201
2.939,2.50084,-0.766389,6.09449
-9.17945,3.04438,5.25396,5.44909
2.35377,-6.14964,0.757772,3.54054
2.01672,1.13163,0.12689,-4.71152
-10.7213,-5.01064,-1.80218,-3.73736
-11.1799,6.04989,1.61187,-8.87481
2.87957,-1.25551,-0.836471,6.17737
10.9465,3.23121,6.84296,12.4281
0.0266917,-3.10481,11.1984,0.336857
10.2395,-5.67064,-6.92194,-2.31813
-7.70355,7.39186,-12.9299,0.894921
-22.9559,-6.2977,1.57338,-4.52618
4.96851,13.1302,-0.589801,2.63859
23.3064,-6.64546,-1.29615,-0.631109
-5.92086,9.35151,-4.13574,3.4052
-17.3505,7.47646,-5.65948,12.0777
-2.70434,2.24283,5.87339,-3.4419
19.8193,-2.03319,0.791849,-2.61057
-2.56078,4.01173,2.57261,-1.83991
-23.4231,-7.49391,12.3497,-14.6038
23.0344,-1.86426,-8.99144,4.67339
14.7743,0.0124231,-1.62462,7.94409
-21.1191,-8.8272,12.8223,-4.01553
15.3029,5.00227,-11.1881,2.08989
2.7721,0.878095,-10.2162,6.91905
-29.4971,-2.28578,4.15596,-7.81216
11.122,3.10607,-7.72789,-7.46812
14.8542,-1.93558,-5.06392,1.54667
-12.2234,0.112751,7.11571,6.73053
7.03127,0.702791,1.22076,5.9286
19.4207,0.656423,-3.40221,-1.8046
-14.3948,-2.74688,1.80612,-8.76701
-16.6745,-0.521216,6.27223,-13.9721
21.2098,-6.74592,-2.63365,0.562705
11.232,-0.00845633,3.83176,2.00269
-11.879,-2.3152,10.2331,-0.884199
19.3566,6.12148,-2.56729,-2.85616
10.4915,-0.0786863,-10.6367,0.128446
-22.4616,6.87489,1.21635,-5.19205
-2.00146,11.8702,-2.5179,-2.25558
13.2514,-7.84208,0.142069,-8.79065
3.16018,6.74189,-1.03692,1.18332
-2.41694,1.77197,2.53081,3.49716
3.16872,-4.86015,4.0638,-2.05827
16.0208,0.385807,0.471789,0.425927
-2.55196,0.940597,6.30134,-4.47458
-6.37718,-4.51348,4.27929,-5.68396
4.23755,9.17065,-5.79716,-2.38068
-2.04502,-4.16016,0.230639,-3.61168
-0.774148,2.97699,1.85841,-0.410738
6.9485,0.0442836,-2.54549,3.11752
2.03477,0.269616,-2.36504,4.56443
-3.14275,-1.49874,-0.1802,2.80433
0.742592,-1.98452,-0.315261,-2.51184
0.520196,-3.36241,-3.06876,2.04132
-2.67068,-2.84558,2.45604,-2.55378
-2.73093,-2.1666,-0.16599,1.21604
0.661042,-1.73221,1.86103,-0.321812
1.38725,-0.250194,2.8088,-1.90131
1.91875,3.59808,-0.631322,2.53539
-4.10045,1.92897,2.17061,-0.714129
-1.0344,1.13881,1.7468,-1.088
2.13721,2.78081,-3.38069,2.87582
-3.73449,-0.486102,2.22206,-3.09888
-1.09858,0.46024,-0.526749,1.09915
3.23182,3.68675,-0.517368,1.90108
-0.547003,1.36374,1.48082,1.2551
-0.372778,4.8286,-2.19508,3.57571
-0.997493,4.02597,-2.64537,2.24857
-4.40493,0.697503,-1.41037,2.87784
-2.10947,3.66953,0.487105,0.391623
-0.0551279,1.5347,-0.625941,0.834385
-1.72384,-0.67171,-0.712578,2.48552
-4.70237,0.643407,1.45874,2.28734
0.547335,-0.463732,1.90876,2.41389
3.08677,-2.98252,-1.36733,3.6678
-4.22094,1.44075,-0.128601,2.17752
-8.02744,-3.37109,0.591126,2.85982
-0.900203,-0.889857,-0.140742,1.33941
0.177716,-1.37767,-3.06669,3.50278
-7.60138,-0.0236421,-0.639322,1.92544
-6.84016,-0.582635,0.819171,0.729459
2.30927,2.09953,-0.265593,2.20144
1.9178,-0.535317,0.989825,1.85395
-4.29299,-0.266871,1.07632,1.18721
-1.82886,0.26487,0.153662,0.831502
1.40937,-1.01527,-0.206685,-0.186188
0.834726,1.71597,1.19428,-0.185756
-0.54144,1.72411,1.43364,-1.47023
1.5034,1.99283,0.610579,-1.56117
1.85077,2.61432,-0.846534,0.722397
0.411374,4.18907,-0.0648634,0.713461
0.105936,1.92463,-1.97324,1.80797
0.185993,2.96276,-2.03118,1.56137
-2.2054,0.540638,-0.951519,0.116193
-0.98121,0.684758,0.265684,-1.4806
1.32565,-0.517557,0.153938,-0.964337
0.205125,-1.58063,0.770611,-0.586144
0.339323,-2.51979,1.17179,-0.343865
2.02988,-2.09271,0.406126,-0.502262
1.83625,-2.0961,-0.089557,0.682761
-0.697347,-1.68679,0.169666,0.0611356
-0.4816,-1.52315,-0.145292,-0.998496
1.11411,-2.76505,-0.915511,-1.10991
0.346243,-1.85057,-0.280491,-1.18096
-0.273452,-2.54121,0.270928,-1.19033
2.35418,-1.92649,0.787305,-1.36775
3.64703,-1.37021,0.399505,-1.10789
2.38878,-1.63527,0.458137,-1.09031
1.20964,0.0968871,-0.0811407,-1.29713
1.37626,0.0808888,-1.72463,-0.588739
-0.286207,1.04743,-2.03476,-0.290105
-1.39031,0.450613,-1.13169,-0.918649
0.298616,1.03604,-0.141428,-0.336371
2.49353,0.33632,1.1402,-0.229572
2.02188,0.645711,1.55132,-0.740362
1.40774,-0.899077,1.70583,-1.97179
0.651681,-1.1903,0.611961,-1.34541
1.01818,-1.14095,0.0937909,-0.189504
-0.190138,-1.20332,-0.571167,2.22551
1.47722,-1.1823,1.58332,-7.64036
4.10824,-2.16403,-4.23781,-1.7249
-4.09054,9.70849,-1.64296,11.4578
-12.1691,-1.10489,11.3305,2.86328
17.9172,-4.59293,-1.37932,1.81402
1.45035,7.7167,-6.3654,-6.8354
-27.9801,-17.9052,4.56156,-12.5227
6.8409,3.48392,-5.90504,12.0587
15.0193,-1.52383,6.295,7.39698
3.03697,-21.5254,12.8378,-2.71218
7.27768,20.906,-6.00023,0.650187
-11.1984,-16.8996,-11.3702,-3.86189
-24.0105,9.12537,-0.573511,-1.98765
8.3286,8.63688,5.66647,-3.08086
17.784,-5.98804,2.81626,-7.70522
-0.482685,-0.227147,-5.04114,13.5304
-17.835,11.8036,6.40247,3.95346
8.43145,-6.38325,-0.985315,5.3038
15.386,-3.86731,-5.27181,-2.09993
-26.5232,9.10462,15.9936,-16.7314
0.763625,-23.3192,-0.648421,3.54457
19.2642,15.0895,-6.58475,4.52479
-8.85081,-17.791,7.24057,-3.50085
4.42684,9.84895,-0.508807,3.52627
8.86417,-1.94832,-8.31157,8.50993
-12.4549,9.72435,-8.63191,1.1924
-14.6837,3.62492,-1.60613,0.507499
-0.398693,4.342,-0.141287,-4.00891
10.2786,-5.24045,-5.19731,6.93807
-4.34089,-1.32073,6.02488,1.43554
-5.16249,3.72837,6.2848,4.03144
10.7174,-19.9805,-2.3242,1.5778
-0.837378,7.13805,6.98976,-6.29608
-6.72957,-7.32729,6.19126,-1.32077
0.660773,2.07037,-0.585235,0.699334
-4.69911,-1.39259,-0.734781,-2.53793
3.41473,-3.23131,-2.90376,-3.13606
1.64683,0.316253,-6.37161,7.62499
-5.86577,6.21611,-2.88389,3.79434
3.38773,-3.91286,-2.74855,2.56061
6.14576,-5.71634,-2.20693,0.877908
-2.08532,3.71156,-2.78332,-1.27148
-2.46131,-2.53836,-8.23156,4.50115
-13.8275,8.53682,3.23331,2.52573
0.802976,-5.31041,7.93533,-1.56132
18.005,10.1219,-0.743748,-0.174661
-11.0858,-2.71123,4.39671,-6.91828
-8.05797,0.54972,2.53027,-0.15996
11.742,5.86428,-0.436653,4.48357
3.63034,-19.5933,8.11592,-2.44526
2.6854,9.11493,-1.17859,2.70401
-1.61149,-4.46874,-6.59924,1.50285
-11.0133,-5.96784,-2.6306,-5.62257
4.33335,7.89295,0.833389,-5.63352
7.20278,6.5392,4.4472,-5.16049
4.25099,-3.17423,-2.15244,2.46274
1.61142,8.6019,-6.11611,1.12696
-2.81506,6.22275,-2.35827,-2.77675
1.03188,-6.03847,-4.0168,2.57242
-2.43431,11.7012,2.02797,0.884537
3.7625,-2.32917,3.94062,1.14382
6.05471,-2.71733,5.11326,-0.829725
1.90111,4.9818,3.52192,-2.16911
2.12636,-4.90639,-0.724156,-4.39373
0.514364,-4.39065,-2.19327,0.347083
-2.88114,12.6158,-1.06326,3.09748
1.81102,-5.45182,-1.10561,-0.662824
3.27212,2.44511,-3.1874,0.636492
-1.49846,4.86479,-3.88712,3.7452
-4.27535,-5.46647,0.457731,-2.03363
3.5355,-5.14216,-4.53235,1.6611
1.26446,-4.91778,-4.97685,2.50713
-6.49985,-8.72036,-0.438168,-1.0132
-2.1936,-1.82169,-1.08409,0.125701
3.10509,3.89378,0.32943,1.03962
-0.452425,-2.71719,3.69837,1.41104
-1.67879,4.87049,5.84085,-1.37294
3.91271,2.70529,1.38715,-2.33543
1.82106,-1.11709,0.802489,-3.97172
-1.29072,2.40336,2.67085,-4.8695
3.95776,3.43552,0.748409,-0.6487
5.28779,-0.170205,-0.357462,0.402283
2.75976,4.75213,-0.717118,3.17229
-1.8275,4.00048,-1.57536,3.6113
-2.21096,-0.706827,0.597208,-2.31756
3.71732,3.573,-0.156043,-3.29965
1.31086,1.21623,2.12054,-4.22207
-1.61922,-3.69567,1.19263,1.72999
1.19987,2.97048,2.1124,3.73511
3.96631,-4.13969,3.74458,-3.80511
2.40208,-0.846881,-0.931091,-3.38988
-5.58082,5.1571,-2.05683,0.20843
-8.14006,-3.53175,2.15379,-1.52644
5.31602,-2.1864,-0.863353,4.33093
3.64703,0.969472,-0.434165,4.06674
-6.22711,-2.24795,0.992045,-5.71106
-2.87611,4.76067,-4.25698,-0.222225
-4.14468,11.0705,-0.608682,9.19396
-5.18976,-1.9471,7.12925,6.15257
9.30679,-0.704794,6.28246,-1.58554
6.89504,1.63408,2.39563,-6.45477
-8.4607,-8.25831,0.0938006,-1.89166
-1.65124,4.89313,-1.42981,4.95285
5.12714,-0.264162,3.12446,1.94806
8.47867,-5.94994,-3.81731,-1.09881
-7.20882,5.29173,-9.82524,3.20082
-13.8008,3.4728,-7.44422,-0.760113
