a1,a2,a3,a4
9.97455,3.27094,0.433691,-1.78217
-1.34088,-3.14412,-3.6191,4.44778
-9.56382,4.70157,-3.23392,7.39967
-3.03049,-1.74331,-0.705843,-4.12295
9.18348,-1.94194,-1.68397,-3.00855
-1.87957,3.98409,-0.612307,-3.29033
-13.0126,-0.816088,-0.880222,0.462343
-5.5873,2.59806,-0.87498,1.58496
9.22188,-2.38311,0.198885,7.97388
7.66566,0.887327,1.14859,14.4101
-7.76932,-1.07721,3.6568,-2.02733
-4.32755,4.18136,1.70594,-0.804112
-3.90366,6.87667,1.15066,-7.87289
-4.0863,-5.59769,0.134457,-4.12526
-1.0843,3.86071,-2.57725,6.56646
-2.13114,-0.85649,0.252273,7.07293
3.58614,0.304067,-1.48765,0.545794
4.10461,2.80781,-5.18038,3.69947
-9.95963,-2.3682,-1.52394,4.72551
-8.81278,-0.894994,0.549434,-0.73493
5.20384,0.714736,-2.34368,1.71727
-1.26965,1.89834,2.81829,-1.45211
-7.45466,-7.08147,4.52387,-1.21675
1.54632,6.30385,4.58401,-8.94217
4.91034,-3.31318,5.3512,-5.84197
2.07334,-1.47066,2.86768,-4.38902
0.0565795,6.44431,-0.464146,1.84785
1.00627,-3.95705,-2.15758,-0.493803
2.49804,6.52403,-4.00925,5.35218
-2.77649,4.74455,-3.60104,0.857976
-5.38295,-0.159613,-2.59684,0.0956814
-0.744534,1.50665,-4.30379,4.21674
-1.79993,1.85672,-2.48027,5.05715
-2.27335,-4.51685,0.213916,4.20824
1.73248,0.0567718,-1.55402,1.65832
-2.66305,1.17381,-1.6986,4.68314
-8.71753,-3.76574,2.29418,-0.386139
-3.33078,-0.570959,1.57929,0.564819
2.15719,-2.04931,0.671522,0.659656
-2.3743,-4.86353,1.82871,1.12274
-3.28248,0.680029,1.04815,1.81989
-0.0548247,-2.4593,0.521837,0.0850163
-0.47587,-3.3041,0.76009,-2.35508
-3.28451,1.16364,0.144935,-3.4222
-4.62363,1.37487,1.33013,-4.61385
-1.33058,0.361148,1.92887,-6.07114
2.1424,4.031,1.76373,-2.68138
1.31496,0.539299,2.9212,-4.39464
0.835706,1.12961,0.899012,2.09503
2.13331,1.54136,0.562809,2.45578
2.40957,-1.43988,0.578122,-2.09665
2.6781,1.23197,-0.631632,2.32823
-1.47658,2.9122,0.582536,-1.29847
-3.36444,1.00474,2.17223,-0.981244
1.18117,2.66464,-0.0228244,0.370103
0.329039,2.21302,0.257368,2.07572
-4.26053,-0.0558929,0.808096,0.193978
1.28891,0.467849,0.39505,0.791966
2.35923,-0.580584,0.18425,0.481226
-2.10062,-1.77354,0.745601,0.763285
-2.30687,-1.90763,-0.0591088,-2.07965
1.3634,-3.62298,-1.6648,0.120329
-0.169079,-3.59966,-2.0039,1.73399
-1.46817,-1.44178,-0.348821,-0.384553
1.24399,-1.12819,-0.764075,0.00199934
-0.197032,0.345286,-0.0545573,-5.04739
-1.44687,-1.14324,0.176246,-6.48392
-0.977113,2.07012,-2.24961,-2.64304
-1.27699,-0.529063,-0.0832533,-1.45543
2.57755,-1.58075,1.13933,-0.311191
8.33324,-1.27963,-0.846851,0.0657043
1.21821,-2.35287,-0.882721,-5.37053
-1.1394,-2.47096,-4.7541,-3.28859
-3.23255,6.75072,-3.95656,6.42522
-3.42021,-2.86767,5.63731,-0.351691
7.67311,-2.79472,0.0197997,-2.57948
-1.28852,4.44343,-3.5351,-3.77877
-15.3738,-7.65632,1.29191,-6.11091
2.6306,3.62183,-0.897484,3.58416
21.5065,-1.57614,4.21248,6.14432
4.9585,-7.54365,12.2018,0.207671
0.879391,6.61582,2.46897,-3.63868
-0.810353,-0.987184,-6.61433,-7.35503
-9.12379,-1.19665,-4.65781,-4.83408
-7.43812,5.1959,-2.47862,0.00171186
3.59875,-5.63361,3.99754,-6.58956
19.0265,-1.44883,-4.31774,-3.62758
-2.82711,11.9293,-2.62238,7.93151
-16.508,-1.99874,8.47938,4.30726
17.7106,-5.01239,3.97105,-3.33875
14.412,0.512321,-0.79388,-2.96546
-16.051,-13.6627,0.87417,-12.0478
-5.6766,3.70033,-7.90079,-7.53087
10.6108,1.7808,-2.8427,4.39316
4.8821,-5.8241,10.7582,4.51278
4.51614,0.401011,1.80511,5.09333
5.31902,0.423246,-11.6557,0.261864
-16.2069,-7.29337,-9.53738,3.47621
-6.24147,3.19638,-5.72492,-8.48989
11.512,-2.73981,-0.368696,-0.866084
5.35959,8.42092,12.6816,1.3888
-1.04781,0.203066,10.146,-2.55325
8.37204,-5.65381,2.62651,-10.3884
-7.05141,-9.37153,2.95416,-10.6884
-7.59729,-7.27059,1.62038,-10.493
22.6257,-3.19861,-9.08902,0.555454
7.74379,1.93726,7.18506,3.00794
-3.06349,9.78376,12.452,-8.07293
19.732,-3.0572,-3.53884,-9.12046
-1.68434,1.29678,-12.4082,-13.2369
-28.5084,-0.246514,-8.48808,-5.67103
10.2764,0.986714,-8.88374,1.60298
24.5734,0.239537,-1.83312,6.01143
2.68555,8.1659,2.20974,5.99486
-5.21146,0.875946,0.00530495,1.62604
2.89261,0.415384,-1.29523,-1.46883
2.5485,-6.0981,-0.848518,-1.88752
-6.49318,-3.09394,0.638669,-0.0893759
0.772189,-3.45133,-5.57662,-3.55667
6.67524,3.28532,-4.51268,2.79362
-2.50594,-2.31436,1.29383,-4.16187
-7.83787,-1.92485,2.14558,-3.17718
9.47533,-4.87139,-4.89883,-5.10057
0.0755573,-0.855941,-3.97175,0.26763
-9.80795,0.553539,0.731927,0.261433
11.3527,0.0235609,-0.719529,-3.27317
13.8335,2.48527,0.70806,3.55664
-8.26054,0.866456,5.56694,-1.99922
-3.8779,-0.158928,-2.77345,-0.37792
-2.51435,2.95559,-1.02249,-4.11978
-4.80792,3.03992,7.56375,-3.57728
5.66258,3.14283,3.98856,-0.81362
3.72859,3.92187,6.03034,1.57358
1.02728,-1.9262,6.62535,-4.89721
4.1552,0.502562,-2.436,4.75161
-4.81511,-2.26894,-0.436304,0.529368
-2.5822,1.63316,-1.004,-3.77978
4.53961,2.5372,-4.64775,4.31475
-4.95691,3.48544,-1.35552,-0.228171
-5.17211,-2.04212,-0.248544,2.46314
1.42214,-0.54343,-2.62942,-0.320989
0.935555,0.0775224,-2.32509,2.72098
-3.87478,-0.808487,-1.32848,1.6161
-2.32073,1.93048,-0.110863,3.32286
0.425904,-0.385209,-0.588197,4.63529
-1.60008,0.582555,2.77729,3.19488
-1.0945,0.0478309,0.735785,2.52454
-1.89331,-0.689312,-0.294072,3.41986
-4.74578,-1.22973,1.45662,0.90194
-1.92112,2.16395,1.86456,2.08711
-0.476977,0.698882,2.48909,1.79208
-3.06146,1.50124,2.23015,0.0373142
-2.2963,1.44186,1.8898,-3.22359
0.0523485,0.244828,-2.01041,0.0995777
-2.76946,4.53319,-3.08358,6.93169
-5.52559,-1.83509,2.75811,3.96784
6.2976,-2.09744,2.55545,-1.45312
3.01649,0.467991,-1.99413,-0.670211
-11.4935,1.44769,1.78109,-2.69593
-4.05213,-0.927253,-0.437275,1.1853
8.73161,3.09999,1.30417,4.86777
-0.569655,-1.67985,5.75359,-0.621496
-0.0389724,0.890998,-0.610689,2.64993
-2.43268,3.21672,-4.81813,0.794565
-8.26367,-3.44116,-1.40547,-2.28099
2.01116,1.71451,-1.10279,1.69407
3.36046,1.30831,0.746541,5.02199
-1.31378,1.37583,-2.27791,3.80368
-5.19111,3.55567,-3.63639,9.45077
-6.04867,0.951331,3.07486,4.13748
4.22101,-3.97304,-0.0705851,0.0991459
2.72896,0.140569,-2.7558,-0.0658809
-9.09518,-0.399443,0.691495,4.3492
-4.9447,1.65811,1.81958,6.50046
6.1497,1.21693,-2.44815,5.51938
-0.432339,3.34661,-1.21315,3.25858
-11.2229,-1.23217,-0.155431,-4.19689
-6.48152,4.53997,-0.940688,3.39291
0.445301,0.981702,1.26195,-0.975186
0.530786,-4.3814,4.19397,3.14717
0.476238,0.620926,4.49817,6.46443
-0.451609,-3.63395,5.73758,3.89232
0.710167,-1.23963,-0.132117,3.17052
-3.82581,0.414846,-0.7292,3.43572
-8.65487,-3.75475,4.8821,0.504435
2.42135,-0.520378,-0.0973525,2.56172
3.42043,0.490092,-1.26889,3.13377
-6.77679,-1.07313,1.36031,1.61206
-4.83195,0.0758985,-1.12376,1.48797
1.3551,-0.915184,-0.733202,-1.28492
-0.217546,-0.262642,1.10081,-2.18903
-2.47556,-1.44448,1.70189,-0.112578
1.58563,2.15202,1.11875,-0.119784
4.66403,-0.214783,-0.916411,-1.76443
1.2996,1.53053,-1.79396,-0.80007
-4.08403,2.82585,-1.23578,0.267345
-1.09777,0.0772548,0.165179,-2.23429
4.02411,3.89245,-2.21184,-1.89991
0.0405348,2.14104,0.26713,-0.449694
-0.684456,0.364683,2.99897,-1.30769
8.49428,1.92032,-1.20295,-0.552601
4.47298,-0.311721,-1.98117,0.851929
-2.86173,-1.25576,-0.616768,0.526055
-1.69928,0.0951517,-2.33131,2.50047
2.60819,-0.580845,-0.820809,-0.538909
0.00443999,-0.951247,-1.9998,-2.62041
-4.06205,-0.719407,-1.42382,-2.75762
