a1,a2,a3,a4
-7.82861,2.8795,1.21863,-1.53793
4.01181,2.77293,-2.37448,-1.15037
-0.864472,3.89715,-3.30984,-0.435062
-5.95419,1.06803,-3.1396,2.72063
-0.335825,1.26841,-4.12103,0.59459
-3.83893,0.458056,-0.945929,5.28943
0.0930902,-0.748191,1.89408,0.581042
3.25873,0.497645,-0.562129,2.49521
-4.59268,-0.900175,1.51966,1.42578
-3.2442,-4.18349,3.71898,-1.2357
5.255,-2.33216,1.46282,0.249547
2.91774,-4.94477,1.29906,-2.14442
-3.77583,-0.317727,-1.00001,-0.0242974
-5.39746,2.66094,0.502216,3.23444
-0.989986,0.602177,3.61469,-0.83084
5.24577,4.01077,-1.21095,0.672707
-2.44987,3.29478,-0.294216,-2.44248
-3.58519,2.09002,-2.7089,0.0337858
1.09597,6.70432,-4.55836,7.52125
2.234,-2.15347,3.05168,1.61242
5.27698,-2.39602,1.04522,-2.80252
0.353885,0.95753,-4.79868,-1.04977
-11.0473,1.12836,-1.8806,-3.29644
0.924325,-0.991148,-4.42082,1.33526
8.68211,4.68121,-1.43389,4.71868
-3.9871,-2.80262,4.23425,-3.6288
-0.328363,-0.578174,-0.852119,1.56904
-3.41028,5.27681,0.203398,-0.511308
-4.27313,-3.39659,4.73628,-3.90092
6.13739,1.82944,3.308,0.706143
4.22159,-4.00236,4.11092,1.7358
-1.20248,-3.11418,0.85111,1.18292
2.64338,-5.89626,-4.18836,4.00178
-5.14386,-0.841468,-0.201234,3.65717
1.05472,-6.0679,-1.31552,2.17395
1.75773,4.29494,-5.45964,4.84277
-7.22507,3.28963,-0.71968,5.03114
-6.47687,1.47409,-0.472046,3.2317
1.3128,2.64454,-3.09201,5.07496
-1.54075,1.80409,0.697148,-1.15686
-3.39509,-2.0027,3.2462,0.325932
1.60033,4.40734,0.397779,2.92413
-1.98703,-0.10907,3.27407,-0.550657
-2.51636,-1.38609,2.64194,2.12494
-1.22229,4.00616,1.69941,6.70246
-2.58122,-2.80221,3.49576,4.05943
0.750505,0.768398,-2.48996,1.61919
-2.3998,-0.755646,-1.50825,3.24741
-7.87163,-2.681,3.41244,-3.09337
1.53764,-3.46587,-1.01201,0.819714
0.317655,0.417655,-1.6738,-2.86392
-7.1423,-2.59735,0.873181,-1.99295
-3.36917,-0.658029,-1.97013,1.25152
3.01788,-1.26732,0.728187,1.0656
2.59236,-1.07019,2.46066,1.9504
3.02779,0.347019,2.08349,3.35882
-0.593638,1.06139,1.00107,4.2824
-1.50235,-0.954269,0.246713,-0.111643
-3.18748,2.56618,-2.11582,-0.426564
-5.86871,1.70769,0.110687,-3.06253
-1.94986,-0.0624294,2.58082,-3.17005
6.35476,2.84032,1.00438,-1.5535
3.85685,0.767586,2.65684,0.492974
2.4895,-0.51567,1.49592,-1.05741
3.43187,2.23875,-3.26404,2.62751
