a1,a2,a3,a4
-5.51068,4.80685,-1.42651,0.508883
-9.42926,8.52212,1.43432,7.74571
-7.40029,5.08099,0.232017,3.16229
-0.57279,-5.13693,-1.68284,-3.58292
1.15685,-7.41859,2.81169,-5.04409
5.85388,-6.83695,3.64551,-3.79954
12.0298,-6.29843,4.15982,1.05686
7.21254,-2.04532,3.73767,4.34486
4.86891,6.27178,0.652652,-0.0598472
2.02797,6.71485,-3.46443,-2.08687
-3.41766,4.4839,-2.81768,-5.26591
-7.31766,7.64275,-5.99651,1.40767
-9.45992,7.33594,-2.99289,6.01545
-5.0245,0.224681,2.11997,3.71055
0.568225,-1.99922,0.500622,2.09862
1.45482,-5.61037,-2.83879,0.93925
3.29396,-8.77912,-3.28219,-0.952434
2.19379,-3.6,1.96629,-2.61726
1.36174,-0.241982,4.30937,-0.50996
1.63217,2.54552,1.84033,3.84589
-1.51095,4.14658,-1.91447,0.255505
0.0269589,3.09869,-3.29722,-2.95048
-3.49609,1.17875,-2.4594,1.13728
-4.62896,2.75892,1.42218,-0.628434
-0.958963,2.93206,1.5698,1.48751
0.0352361,4.47115,3.51321,5.34006
0.903515,1.85963,1.74611,3.97099
4.36292,-0.851003,-0.883647,-1.36133
2.3554,-0.51314,-3.92962,0.586135
-4.758,2.41659,-6.11032,8.86991
-8.84023,5.51715,-2.88473,7.70391
-6.95496,5.67835,1.36493,0.873815
-7.24398,2.683,2.00754,0.670162
-6.82917,-1.26587,0.169801,1.43505
1.69947,-0.956754,-1.42527,3.64439
1.30624,-1.72088,1.19345,5.44974
1.19606,-4.17459,4.30661,1.40752
4.25967,-2.96712,2.04437,-1.5497
1.22239,3.11929,0.837932,-0.78366
-1.21012,6.49982,0.0678506,-7.41472
0.388166,3.47397,-2.40312,-5.35166
-6.64708,3.64195,-0.928344,7.76992
-6.82429,8.50178,0.630582,9.89639
1.48359,2.01446,1.63905,1.19349
-0.801697,-6.77703,2.70023,-2.07476
-0.36342,-3.23977,1.75246,-2.19597
7.50251,-2.29655,1.07508,-0.782075
4.66918,-5.03456,2.93158,5.97322
-1.22912,1.22498,1.62195,-1.53097
3.6781,1.17685,-5.51876,-5.68244
-4.50128,2.73615,-3.33612,2.72846
-8.35392,10.5356,-3.07276,2.10381
-0.716213,6.37753,-1.98096,1.81613
-4.27915,-0.701865,2.58848,5.72287
-0.147672,1.83007,1.96243,-0.0516332
6.58227,-3.02623,-5.01742,1.52009
0.606763,-5.25854,0.794891,3.28148
1.88252,-2.96644,1.32051,-2.43624
2.85094,-5.46367,0.422267,0.491586
-4.34415,-2.64959,3.0603,1.75156
-2.41885,4.99923,-1.0823,0.611645
-1.33754,0.405816,-2.94391,-1.98367
-4.04197,-2.58641,-0.520952,-1.51944
-1.17511,5.10282,-2.50382,-0.280653
-0.577809,1.18472,-0.959934,3.15248
-0.182002,1.32491,2.49757,3.62753
1.79663,2.5904,-0.081969,-0.221849
2.15702,-2.71915,1.86531,0.901919
0.0414796,1.50984,1.7021,0.644074
2.5725,3.32131,-0.724991,-3.51287
-0.0688361,-5.34816,-1.8946,-2.24628
-2.64138,3.23101,2.08204,-1.77685
1.50042,7.18721,0.799859,-2.04435
0.833501,-2.58926,0.824002,3.61182
-1.11188,-1.48199,1.24312,0.750584
3.05583,0.00680705,-1.33049,-0.7152
-0.193128,-6.38995,-0.720438,1.53752
-2.04231,-4.25444,1.07481,1.71596
-0.665192,-1.03376,0.2134,1.97827
-1.33536,-4.70701,2.64408,-4.89362
3.01946,-3.82005,-1.1717,-3.42179
-3.23841,4.9469,-4.24264,11.0122
-3.98728,8.97712,1.85496,6.30414
3.92573,-1.2355,6.61893,-6.55571
-0.25948,-9.39262,2.64229,-9.28449
-2.09794,-4.71609,-8.66309,-7.11334
5.08968,-0.985631,-8.8394,-0.994089
0.681257,-1.28838,6.30825,11.3836
0.230768,7.32564,12.9849,4.69927
12.8822,2.49197,0.250374,-9.12177
6.37385,-3.91292,-8.63785,-7.34741
-4.08417,6.74414,-12.8275,-6.68442
0.521279,4.35849,-7.29538,-2.30623
-7.77343,0.431712,6.29031,9.07169
-8.42379,12.8375,7.56477,4.13688
2.8025,3.38557,0.666318,-0.396245
1.2118,-9.22789,5.90086,-4.98716
6.71009,-4.6483,6.24244,-14.676
11.6356,-12.1664,3.37057,-8.59412
6.23477,-10.5437,5.27977,-1.32299
8.55221,5.0376,-1.35697,0.62721
6.83302,-0.806395,-3.20037,4.65891
-2.01517,0.634268,-1.01222,5.01462
-2.74586,11.5781,-5.4924,-2.74395
-6.96038,-2.75575,-3.8565,-0.418009
-9.29465,-1.16066,-0.639315,0.785607
-0.0304345,7.73671,-7.16887,-1.58055
2.22663,-7.88783,-1.47824,-1.25712
1.19715,-9.90443,3.62055,1.26397
7.54472,1.73192,0.298937,3.12236
3.76277,-3.99155,0.552504,2.22848
1.03907,-4.19885,0.866083,-8.82127
0.0901939,-0.659427,-4.36473,-11.8265
-4.51159,-0.971395,-2.71572,-6.70013
-2.91031,4.4294,-0.0917592,0.189492
1.30964,6.42743,2.9996,13.2454
0.691978,5.14092,8.01024,6.7345
11.8132,-0.229642,0.534019,-6.10502
7.82967,-7.30768,-4.80661,-6.21326
-1.53605,-2.29085,-5.66788,-5.19428
0.233347,3.6128,-2.82926,-5.10939
-5.01947,-1.21517,4.85252,0.564081
-7.3015,7.24388,6.47725,8.47615
-3.04763,11.8304,-0.165014,6.95963
0.461034,-7.31799,5.22845,-5.2208
4.05003,-14.8833,4.86204,-11.0864
5.2171,-5.77591,0.462419,-7.87766
7.59397,-6.3791,-0.409751,-1.46698
8.07309,1.3626,3.56896,9.91657
3.54635,6.06394,1.66859,5.12675
5.49065,-3.13591,-5.20338,0.988539
-5.57458,-0.167139,-10.769,-0.170109
-11.8284,5.88918,-10.3887,-3.68266
-11.2849,-2.31268,-7.40533,1.63596
-12.3707,-1.10358,2.05349,-0.729183
-0.665326,0.0260608,-0.192466,-2.30523
2.65337,-4.19357,-1.8659,9.58305
1.68957,-2.75155,3.10763,7.19759
11.3566,-4.82292,7.36239,-5.55287
5.58712,-8.09268,9.58614,-6.96691
2.05078,1.68135,2.14716,-8.1443
5.08195,5.91277,-7.25771,-1.36522
-2.92659,1.95033,1.65245,7.94835
-5.00428,8.4405,6.26052,4.6922
2.05865,3.46367,-4.9952,1.5012
-6.4335,-2.13846,-1.10547,2.41973
-4.11863,4.70815,-3.27445,-2.52084
3.86142,-0.472599,-3.37805,-3.93085
-4.04861,-14.3966,2.83709,1.81454
-1.15625,-1.39535,2.66961,3.697
0.890629,1.52448,-7.93412,8.52212
-7.0114,-8.9387,1.82076,4.40178
-3.77411,-3.14473,6.88313,-4.15108
-0.172364,3.08744,5.97729,-1.54235
-1.26928,-2.60661,6.36661,-2.72349
7.75368,0.718192,1.8707,-1.52722
6.16787,4.72062,-3.02474,4.61999
2.89137,0.0664639,-2.38131,3.13014
4.68044,0.26468,-6.31132,1.65556
-8.83371,1.53926,-6.29228,4.58958
-13.3398,4.0049,-1.08933,-1.12107
-7.62974,0.418834,-2.35992,-2.01711
-7.30449,-2.76131,-0.424785,4.59189
-4.41321,0.955727,-1.28109,6.25138
5.51005,0.541397,-0.580815,1.52426
4.76959,-7.25874,0.984732,0.783876
4.2632,-0.39586,2.10964,0.755626
2.04481,4.45502,0.300875,-0.546141
-1.28773,1.7528,1.69466,-1.8028
-4.39354,3.65822,1.29224,-0.242606
-5.88232,6.20806,0.693365,3.16588
-3.08467,3.80967,1.80172,2.96857
1.74805,0.677655,1.74833,2.53676
1.97574,-2.19662,3.54372,2.27532
4.27527,-4.40222,2.43122,-3.09937
5.83204,-3.72609,-1.80505,-3.20949
-2.63486,-3.86451,-3.92933,-1.88956
-3.787,0.514418,-2.71227,0.541019
-7.36161,4.51698,-0.874803,3.64958
-6.70664,5.04493,2.00962,0.893413
-1.3283,4.32975,1.46083,1.52253
0.379216,5.18986,2.99809,-0.452746
9.02917,1.22743,1.36136,-4.83367
11.1629,-1.692,-1.85651,1.91831
3.64432,2.4193,-1.81554,1.04504
3.8811,2.82726,-3.57161,0.631964
-2.9327,3.49539,-1.65785,3.85438
-11.1647,6.13092,-1.36842,3.76301
-8.88391,6.06258,-0.178941,-1.10031
-5.98626,0.00179347,-1.99047,-0.377223
-4.69178,-0.408604,0.147468,8.14335
1.05224,0.0493818,1.37543,5.15572
11.9841,-6.34317,0.305706,-1.64483
4.24678,-5.95162,-1.24549,-1.58228
1.33637,-1.27021,0.850778,-4.02785
5.14654,-1.36349,1.37681,1.3516
-3.98443,6.6773,0.908721,3.38092
-4.77347,5.62494,0.558859,-2.86113
-1.92615,1.85665,-0.294273,0.755481
-3.59419,10.155,-2.49801,-1.76374
2.10695,1.17876,-4.05542,-1.9906
-0.18661,-1.68535,0.262802,4.97541
1.40435,6.06882,0.898098,0.571718
7.11296,-2.12842,-0.834378,4.26746
-3.50341,-2.70274,-1.51865,6.54584
-1.26507,7.26897,-2.62411,-0.994813
-1.93796,-5.34192,0.615699,-0.581453
-8.28864,-3.31515,3.05093,0.228692
-2.34082,6.84176,-1.69124,0.875684
-3.03514,-1.16974,1.0362,2.4474
-0.0670666,-0.300818,0.0188927,-1.00216
4.56362,2.78347,-0.667034,0.827257
0.500117,-0.543234,2.85752,2.78625
2.53234,2.09649,-0.275785,-0.145609
0.809489,-0.277499,1.16325,2.29664
-3.63544,-5.15862,3.00886,1.36615
0.0131263,2.24264,-0.523558,1.25892
-3.0825,1.0886,0.17989,0.422689
-2.07582,-3.70467,-0.17342,-0.643861
-1.41012,1.67525,-2.50643,-1.58026
-1.03603,2.89031,2.12634,-2.61092
2.56721,-0.387453,2.01915,-0.340759
2.93453,5.43553,-0.563979,-0.783233
3.6161,2.42852,1.06089,-2.65632
4.25207,-0.95214,0.835054,0.446758
1.12497,3.72534,0.0223432,-0.288585
0.117879,-1.78636,-0.222118,-1.48644
-1.68177,-2.67196,-0.0478772,-2.63283
-2.79524,3.28972,-1.76214,-2.25017
-1.35042,-0.289158,1.90561,0.880584
0.155872,-2.25912,2.05143,0.159798
3.50144,2.77994,-0.117822,0.946595
-0.219581,-0.694404,1.10021,-2.20506
4.61599,-3.765,-0.208046,-3.14189
2.07086,-1.7404,-2.9403,1.2582
-1.53211,-3.22404,-0.506725,-0.0834906
2.05865,-6.77024,-0.196181,0.770614
-1.12015,0.063212,-1.3531,2.52278
-2.31626,0.0613139,0.00537567,-1.47894
0.667287,-2.86258,1.28866,-1.5363
0.319243,2.41402,0.595698,-1.02739
-0.136538,-0.165239,-0.38201,-2.10893
0.0462357,-3.30389,0.410007,-3.47642
1.13325,-1.76534,-1.15333,-8.44135
1.79378,-0.990915,-2.66535,-0.346957
-2.88561,0.761851,1.85457,6.72484
4.97612,3.3666,4.61248,5.38848
6.34427,-3.09605,1.85567,1.62227
0.484378,-4.56505,-1.0856,-7.6054
2.99898,-1.00434,-8.06958,-5.69282
-2.19074,-0.241841,-2.80483,2.41569
-5.5321,4.49719,2.10055,3.10275
-1.79426,5.62006,2.90084,2.47882
-1.48679,2.45266,0.67337,0.317762
0.607313,0.56838,-3.77895,-1.14889
0.208385,-2.52174,0.289019,-2.40223
3.85071,-3.8016,5.27496,-7.8128
8.60283,-6.68659,0.50451,-4.44813
1.04206,-3.96254,-0.89066,6.16476
2.23328,2.07127,-0.458023,6.27286
3.91407,-2.60756,-0.349588,2.92591
-6.56742,-8.27354,3.2507,-6.78099
-4.20886,-2.29925,-0.952464,-8.0744
-1.70918,1.53519,-3.55104,-0.471341
-1.21866,-0.252009,1.60762,2.0865
6.01455,1.59024,3.87703,2.9272
8.6449,3.63735,0.403249,2.18163
7.4861,0.867468,-6.21901,2.08362
-0.337494,0.760631,-8.08475,-1.78867
-6.3974,1.27597,-4.91241,-4.71923
-8.14033,-2.04979,-0.828301,-6.75404
-9.10129,-0.639222,2.09903,0.243824
-6.66308,3.72263,5.07327,7.27714
3.58231,2.3126,7.36875,5.71479
10.1866,-8.80366,9.25436,-2.20477
11.539,-9.28144,5.98462,-10.0138
12.3051,-4.06192,-3.38825,-8.61012
6.23003,-2.18509,-3.76763,-1.31492
-0.523388,5.1923,-2.71405,3.5703
-3.57166,10.8032,0.687168,4.06639
-6.79388,6.66185,-0.532932,5.66406
-6.16645,3.98185,-5.12542,2.95142
-6.5149,-0.18327,-4.06769,-0.596733
-2.0807,-5.73984,0.236736,-5.23406
4.11449,-8.11139,-0.119058,-5.86275
4.02805,-6.04367,-2.65266,3.97213
1.31941,1.33562,0.808158,5.966
4.82306,3.05232,1.70544,0.476878
0.796195,-1.6459,4.41024,-3.19998
-3.29132,0.387653,0.702897,-6.10373
1.09634,5.64704,-2.99314,0.430181
-0.904269,2.74958,-0.646195,3.30986
2.70535,1.34823,-0.342687,3.40701
1.80844,-0.48778,-3.37073,4.02517
-1.10523,-1.37433,-4.16785,3.65548
-4.74849,-1.22397,-5.0414,0.898453
-9.15488,-2.06673,1.11043,2.27228
-6.67366,-3.23678,6.25322,-3.32537
0.0653704,-0.983729,2.9781,0.440125
-2.2149,-0.22557,3.04929,6.16923
3.09654,-0.105176,2.74619,1.45882
7.71624,-0.894924,2.28362,-4.66937
0.506769,-3.31582,2.16332,-6.14755
1.08087,1.95522,-1.058,2.95055
0.454529,6.96988,-0.177274,6.72008
-0.537363,3.11903,2.25506,4.13543
-1.25652,-2.48405,-0.247357,1.30129
-3.13867,1.00535,-5.17329,0.417064
-3.18141,1.96471,-7.76234,-2.09019
-4.84809,-1.96464,-2.14097,1.96976
-5.26724,-0.731416,1.38096,1.10268
0.397268,0.233907,-0.644675,-0.734521
-0.956373,-4.82129,-2.33438,4.78718
-5.22856,-0.570348,-1.19637,8.30304
-1.7545,2.71012,0.0812603,1.60583
-1.35706,-3.15909,8.18726,-4.23972
-0.451335,0.762394,6.94964,-3.76179
5.1228,6.50986,0.513207,4.50195
3.83307,1.67823,0.00924658,6.14487
4.68181,1.44463,0.298269,-0.0800346
0.873268,2.13811,-0.539136,-0.83642
-4.83493,2.57048,-3.00155,1.4104
-5.42762,6.27314,-5.18101,-0.30401
-7.46256,3.37202,-0.222522,-0.879082
-4.39584,0.190658,3.15704,-2.37614
0.553719,-0.915668,-0.417871,2.12369
-1.77173,-3.37033,0.900042,6.58158
1.61766,-3.90017,3.69756,2.59931
5.09783,-3.67619,5.04747,-3.26095
2.45785,-6.56009,6.47575,-8.39811
4.82645,-2.08056,3.33831,-2.40886
3.74107,5.02242,0.479133,6.0581
1.86991,1.08236,1.46677,1.74304
1.1973,0.0572478,-1.21292,0.504117
-4.83099,6.31341,-4.38913,2.6633
-6.29631,5.56786,-6.37655,2.51067
-5.50116,3.32701,-4.03044,1.81713
-6.10268,2.22014,-1.67494,-2.49202
-0.173849,-0.526555,-3.4237,0.558021
-1.96699,-3.91793,-2.9505,6.64038
0.397405,2.35152,0.357179,2.99581
5.50246,1.62441,0.466994,-3.13628
2.55053,-4.17567,5.1039,-3.76309
1.15795,0.858656,0.880868,-3.62905
3.00808,6.83295,0.0249764,0.956679
0.186543,4.13791,3.66293,1.15846
0.715055,3.42517,3.85552,0.100125
0.0466475,5.18607,1.48126,0.663666
1.14058,5.08981,0.0500852,1.06708
2.16273,-1.14642,-1.63273,-1.05651
-1.53902,-5.74364,-2.63416,1.04474
-3.05183,-2.37382,-1.63286,2.39681
-4.15336,-3.68148,-1.13608,4.97973
-6.23457,-0.764225,0.689107,5.55927
-5.17076,3.32904,-0.519957,-2.63082
0.845996,-2.24638,1.17196,-5.11574
-0.939274,-3.70819,0.4721,-0.993665
3.59453,4.71344,0.395947,4.4946
6.52651,-1.78337,2.44283,4.52573
6.38187,-1.41799,3.04695,2.13781
4.17284,6.97924,-4.49453,-0.0320416
-0.452826,3.47167,-3.24366,0.012494
-4.18484,3.53824,-1.9979,-1.95457
-5.92818,7.67449,-3.09011,-0.650352
