a1,a2,a3,a4
-0.15749,1.52661,1.53455,-1.01746
1.16074,0.0234446,1.70493,-3.50295
0.0335616,0.0455439,-0.431215,-5.58287
0.135058,0.525358,0.990718,-3.44271
1.76076,0.30572,2.14929,0.108471
2.1742,2.42238,2.66194,2.33194
3.06406,3.22474,0.870281,3.0324
3.29432,3.97937,-0.203308,1.70945
1.24799,3.43651,-0.0298945,-1.30182
1.45993,0.724659,-0.13626,-3.72116
-0.802422,0.521426,-0.850744,-2.32787
-1.74153,1.53881,-1.90295,-2.99966
-0.464961,-2.26161,-1.46976,-2.72812
-0.1735,-4.23862,0.0150807,-1.10494
1.33863,-1.76362,0.514627,-1.59195
3.44792,-2.80555,-0.529163,-1.12527
3.3239,-4.71477,1.31947,-5.09456
6.29103,-2.87537,-2.75498,-4.75888
1.64217,3.27219,-4.81704,5.3324
-3.88814,7.47243,0.089441,7.89327
0.375773,4.6292,4.89135,-2.45687
-1.73963,-1.50128,1.96926,-5.6973
-6.1106,-0.887512,-3.17078,-3.5397
3.26244,-3.56981,-8.69297,-5.24834
2.68006,-8.99378,0.346734,13.3099
-5.79757,1.27484,14.0559,5.72948
13.4853,-0.831111,5.99363,-12.5653
6.11477,-11.3405,-0.350368,-8.28455
-6.38551,1.37001,-3.08414,-6.2989
8.66357,6.38441,-7.85032,-2.12653
-2.77942,-3.38732,5.96659,4.42843
-6.90683,2.40719,6.74385,5.19447
4.23316,8.04566,-8.02828,2.59079
-2.12404,-2.63784,-0.802869,0.680229
0.784201,-6.47581,6.64631,-6.99979
6.93502,-8.48048,-1.09782,-2.13719
2.1472,-5.21289,1.96898,0.162665
2.57368,4.81481,-1.34642,1.06203
3.70275,3.06258,-3.59417,1.63796
-2.10748,0.081878,1.41122,2.0568
-1.31723,7.60245,-4.07951,-6.46392
-4.45532,-3.5233,-8.39621,-2.99562
-10.0391,-5.88279,-0.0679653,4.09722
1.49698,7.37088,0.639759,-5.61472
6.48114,-0.5708,0.65866,3.96174
-1.13404,-1.78437,8.389,4.50972
11.8241,8.59909,1.58891,-1.4203
8.67809,-2.00848,-2.4385,-2.24341
-6.01955,-13.2525,1.6452,-5.95111
1.15192,-2.24371,-7.74947,-2.00848
-9.59471,4.44576,-5.78494,8.38922
-10.8002,3.80786,8.37741,7.24816
1.13727,-0.581375,4.78816,5.23454
-0.854115,-5.13059,3.07458,0.318757
2.38114,-5.86733,-0.386646,-7.71049
4.56588,-8.31318,-0.346225,-4.15066
2.54858,-8.95447,6.11711,-3.19841
6.24789,-1.52365,-0.472318,2.58907
-3.64607,1.47455,-4.41916,8.45566
-6.63165,0.799226,-1.09313,3.894
-5.30732,1.52024,3.9818,-8.60206
-6.72025,-4.61336,4.74732,-10.7265
-3.54362,-3.04471,0.856219,-0.285861
8.21959,5.13098,-3.02068,6.88712
11.9285,4.41214,3.62959,7.88866
8.51947,-3.04227,2.13688,2.2678
9.08177,-2.50253,-7.84824,-3.69579
-6.71252,4.01489,-10.0328,-1.03533
-12.7035,6.89364,-3.08055,-2.92572
-9.52021,1.28907,1.25671,2.40098
-11.2901,3.2143,6.38282,7.54722
-1.95971,7.68596,2.60829,5.77545
5.58586,-3.13609,-0.440447,5.73755
3.84767,-13.3764,6.69088,-5.64297
9.23293,-8.65863,2.91621,-9.0983
2.09375,-5.35918,0.378058,-5.43456
0.457464,-5.86164,2.47888,-3.30175
2.62239,3.21511,-2.06449,6.68073
-6.65729,9.11863,-1.08733,5.57425
-0.782061,1.60389,-3.97948,2.54237
