a1,a2,a3,a4
-3.93468,6.55216,-1.23798,20.3103
2.40285,9.99438,-3.24265,8.3132
6.24273,-3.17577,-0.686974,-4.19382
-3.99411,-14.1448,3.84536,-5.6586
1.76551,-6.46492,5.09623,-9.00136
8.0413,0.962914,-1.54231,2.54418
-4.01812,1.07599,7.16725,5.76429
4.91148,-4.4753,4.65973,1.98554
9.87637,1.05646,-6.2591,0.918555
-4.45857,5.19339,-13.3042,-2.54888
-5.11952,5.6831,-10.0638,0.417422
-9.42848,5.67469,0.432831,-2.98862
-3.65882,1.68175,7.39364,-5.52874
0.166275,-0.326172,2.70997,7.74519
0.325032,5.88362,-0.036916,10.6415
10.1761,1.11327,-2.04158,6.5423
4.64214,-10.1527,6.19451,-0.677087
-1.0552,-4.87309,3.86757,-3.74875
-2.65105,5.66683,-3.75337,-2.84189
-6.83097,6.99144,-1.44767,-3.15148
-5.02236,0.676028,-0.659934,6.30953
-6.14723,0.63305,3.32222,5.03818
0.514591,0.810116,-6.7156,-0.711821
-1.8152,2.63149,-9.73426,7.96845
-8.16901,0.796694,0.72475,3.2249
7.03109,1.28979,4.5902,2.19698
-0.671337,2.02151,3.94773,5.09684
-2.06039,1.37873,3.15405,2.34687
3.52338,-1.44063,-2.59617,1.92097
-6.79814,-0.344475,2.47047,-5.09
-2.97535,-0.00417177,-2.08049,-3.08403
-4.7651,1.66698,-3.25451,7.12646
-5.76662,7.09936,2.69424,2.74366
4.68325,6.808,2.73811,3.819
-0.38666,3.09571,4.53598,2.20649
3.16081,1.23868,1.47166,-6.09674
6.99093,0.337352,-2.20093,-1.83342
-3.37821,-0.857235,-1.27854,2.10993
1.89768,2.52573,-3.75488,5.73908
-2.44453,1.64827,-3.89657,5.09021
-7.14957,0.922511,-3.48393,4.84548
-6.77765,2.81628,-0.201224,5.11414
-8.66903,2.57617,6.25535,0.197058
-0.893868,-2.71006,2.55725,-1.26109
-0.0363087,-6.17559,-0.566536,0.185816
0.374831,-4.28305,-2.07662,0.0411115
6.85497,-0.225708,-3.26251,3.70889
2.55754,-0.900621,-0.172114,7.00438
-2.27315,-0.444939,-0.382638,5.2721
-3.21511,3.58461,0.264109,0.740423
-6.12566,3.45228,1.83973,-3.38049
-5.77381,0.782458,1.99548,-0.97528
-4.57214,2.00484,3.1782,-1.39253
0.554756,3.90661,0.480565,-0.497062
2.94303,0.35796,-0.308693,0.803697
2.75171,-2.82069,-1.2188,3.34381
3.41035,-0.554623,-3.21009,3.48059
0.260852,0.70816,-2.16754,0.881383
-2.88634,-0.833238,1.32142,0.522647
-3.17902,1.43446,2.4902,0.297375
-2.8193,5.04845,2.42522,-0.800738
-1.73731,3.82783,0.18368,-1.59316
-0.655189,0.894988,0.661704,-1.13757
1.40784,0.268206,0.545406,0.419597
2.92295,0.959117,-0.00339146,3.07862
1.4727,0.809302,0.0735891,2.9747
0.653267,-0.374439,0.0694504,0.998417
-0.350294,-0.251062,0.263419,-0.266309
-2.90465,-0.42162,0.157054,0.133648
-2.23055,-1.16134,1.70356,1.50359
-1.52157,-3.35677,1.34266,1.79213
0.312007,-3.02555,0.427727,-1.45839
1.03523,-1.97142,-1.71269,-1.54228
1.49875,-2.19825,-2.18023,-0.747119
1.23985,-5.14587,-2.1685,1.34548
-0.0638531,-3.16723,-0.788096,1.29979
-2.29907,0.00721629,-1.07588,1.30181
-1.35467,-0.0617935,0.540577,0.161611
-0.863201,0.62505,1.60575,-3.10808
1.15668,3.7774,-1.43374,-5.8631
1.75358,7.34855,-2.0849,4.82085
-1.78548,8.25707,3.2687,4.97031
6.86921,2.61901,1.34791,-0.358115
0.28392,-2.79819,-2.36302,-5.10426
-4.07864,-1.2477,-4.58111,-7.95382
1.48301,-4.14543,-3.93782,3.74781
-3.97307,-3.4811,6.53472,7.58912
-0.635514,-2.01196,7.49614,0.642281
6.40461,-2.95139,0.386202,-0.0300771
1.83974,0.96698,-5.65153,0.895659
3.79096,3.43167,-2.79111,-4.25318
1.45533,1.4933,3.54199,-2.88929
-0.483948,2.21024,3.78949,-5.29638
1.59183,-0.852897,-0.457549,0.0274313
-1.29632,-3.62102,-1.16569,-0.830564
2.59132,4.01127,-4.18559,4.903
0.441049,-0.0929769,0.71068,3.22622
3.64333,-12.1388,8.46999,-5.01821
4.48433,-5.53498,-1.49168,-8.80634
0.793706,0.940813,-4.44716,-8.01132
4.08201,-6.22671,-2.95956,0.779639
4.30224,-0.880827,0.00530041,2.33003
1.70011,-1.09802,-1.60219,1.39089
2.17638,-1.25869,-7.01497,-0.307376
-3.16762,2.7188,-13.3732,-0.928857
-3.67035,-1.03823,-2.81332,-3.23678
-3.16504,-2.8935,2.87428,-1.04603
1.72467,4.91545,1.8727,4.16579
-3.30738,4.35076,5.10188,11.6923
4.70211,-3.21008,5.12189,-3.47387
9.82115,-6.38398,-1.20045,-6.89836
-5.52536,-10.5548,2.45737,-13.3919
3.7664,-9.24104,0.904925,-5.63176
2.20474,0.118662,-1.58315,9.94764
-4.29832,2.43679,10.6078,2.36549
10.3433,-1.74392,4.60675,-4.39745
6.71778,5.02283,-2.19858,-1.60193
1.2408,4.17654,-4.0319,-9.22791
4.91596,1.69219,-2.70958,-3.89372
-3.1915,4.05859,1.69294,-5.31742
2.30936,-1.33339,-1.32779,-4.14407
-1.65332,-6.29301,-4.73439,9.07538
-8.66265,8.84426,3.65057,7.01781
5.41109,8.18521,3.75928,3.96502
1.26306,-11.4039,15.3203,-10.2544
3.31876,-9.00459,5.82947,-15.544
12.802,1.20207,-9.57078,-3.11009
3.37113,-1.68969,-6.19122,7.04332
6.35617,-3.43215,-1.98364,-0.139605
4.19083,-6.98934,-3.30376,4.68711
-8.19533,1.49845,-12.0942,6.44807
-9.69429,8.63859,-13.8501,-5.28844
-8.48747,-1.09097,2.3419,-4.3947
-7.75868,-4.06124,6.25025,-1.29839
6.74099,-0.118195,-2.89927,5.43413
2.26526,-5.17367,-0.47907,12.6228
2.97709,-1.41067,1.08882,4.4565
8.98557,0.261291,-0.722979,1.79964
-9.0191,-8.56802,16.0593,-10.2067
