a1,a2,a3,a4
-3.17043,1.24134,-3.55791,-0.342549
-7.43122,1.18426,-0.552499,-3.66744
-4.92843,2.64079,0.459975,-0.489992
-2.43743,3.11491,2.01793,3.49271
1.1004,0.531721,2.04139,3.17692
6.73221,-2.15315,-0.780958,3.37582
6.22825,-1.12478,-3.41485,1.44666
3.1945,0.81481,-4.35255,0.216526
-0.910519,2.27689,-0.0118427,-2.92547
-3.04519,1.57785,2.79657,-4.79755
-3.86476,1.88399,2.21701,2.86316
-8.42637,4.4204,2.91425,5.66184
0.190738,3.11233,2.67241,1.62524
2.78974,-3.31289,1.20246,0.043574
-1.18122,-1.95032,2.51251,-1.16927
5.2502,1.98486,1.02463,-0.905078
6.48362,0.298526,1.44085,5.88783
-0.880534,-1.76444,3.34385,3.63165
0.386537,-1.68852,0.473906,-1.04459
-1.35368,0.41065,-4.84258,0.258615
-8.71119,3.55744,-6.17429,1.11128
-6.86147,5.76521,-1.91539,-0.0395858
-6.10283,6.20042,0.621106,2.63846
-2.72388,2.72621,4.12979,1.50778
2.19989,-4.27103,3.07662,3.57948
4.44434,-1.22023,0.916474,3.75214
5.22143,2.23161,-2.46984,-0.336489
3.36832,-2.30906,-0.794206,0.779497
-2.78182,-4.01655,0.308492,3.26802
-2.24327,4.0119,0.839079,4.14417
-6.5388,7.89624,-0.425583,4.75773
-7.13203,4.6254,1.308,0.593717
-3.34086,-0.799255,1.11996,1.09658
-2.67015,0.46163,0.0534069,3.45971
-0.651629,4.70146,-1.53297,2.03313
1.74845,2.40299,-0.558575,1.32157
0.527107,-3.55924,0.860875,4.72977
-0.769273,-0.670184,0.398991,5.36624
-1.33768,5.46802,0.573646,0.964128
-3.34005,2.3634,-1.35018,0.521367
-5.69291,-2.31313,0.298143,-0.229109
-5.03292,-1.21074,0.387126,-1.18194
-1.5157,3.14081,1.05884,2.56943
-0.705228,0.421771,2.57514,6.15102
3.29925,-3.1925,3.56044,2.41377
2.63125,-1.39675,0.573506,-1.52987
2.33761,2.68621,-0.527261,-1.94452
0.253283,-0.545857,-0.358952,1.18018
-1.69509,-0.49976,1.82147,-1.0639
-1.55031,4.94062,-1.35197,0.0477637
-3.26013,4.9775,-2.55235,5.97446
