a1,a2,a3,a4
1.26041,-1.35726,-1.91633,1.8457
-0.126204,-2.27283,0.536155,1.53092
-0.903164,-1.04204,-0.741337,1.65011
-1.69356,2.79295,-0.0669978,2.01735
-3.55698,2.11411,0.225473,2.32982
-2.93281,0.317006,0.426616,3.08606
-3.13105,0.505054,1.17669,0.415654
-1.75977,0.6809,-0.0954171,0.528074
-1.59396,-0.156572,0.278035,1.60774
-1.70373,-1.6817,-0.0309907,1.35148
0.758765,-0.592594,-0.709882,1.92655
-1.44022,0.174783,-2.48623,2.45637
-1.1759,0.942161,-1.88142,3.49611
-2.19941,0.0853011,-1.70539,2.739
-2.83186,1.44557,-0.648491,3.25902
-4.34059,1.63768,-0.87957,3.34564
-2.69237,1.7776,2.12571,-1.51206
-0.250224,-0.275339,1.07226,-3.65352
-0.188349,0.767806,-0.46473,0.234628
-0.405724,3.38963,-0.108247,2.18065
3.91002,3.61564,2.13495,4.3136
2.45136,0.669104,1.93588,5.80259
-1.9975,-0.423798,-1.95026,0.795287
-1.0303,2.25375,-2.75497,-3.2625
-3.54803,1.97337,-0.229926,-0.790702
-3.79932,-1.34628,2.27001,0.138494
-1.10425,-4.06382,2.61794,0.102461
0.164309,-1.95584,3.49756,0.0651321
3.05993,-1.61106,-1.27068,-0.943478
5.72257,-1.93361,-1.77602,-2.39254
3.15138,-3.14338,-2.27322,-2.2438
3.42195,-2.07352,-1.49997,-0.550873
0.00785846,-1.41583,-2.04214,1.48235
-1.39287,0.190104,-1.69297,-1.30149
-2.51,-0.217176,-2.16713,-0.644268
-4.04655,-0.155894,2.35582,-0.112435
-0.45023,-0.382582,4.85245,-2.71265
4.09402,-1.47806,3.48846,-2.28171
1.61171,-1.2107,1.70756,-0.200065
4.77138,-0.52006,-1.73588,-2.21469
6.45502,-1.937,-2.61563,0.579381
-0.361489,-1.86622,1.305,1.41273
-0.295001,0.797498,2.55558,-0.0519014
0.213972,1.15597,-0.318356,1.64362
-2.2914,0.31687,-1.37374,-1.38004
-0.129459,-1.32526,-2.84809,-4.99262
1.73994,1.06052,-3.18181,-2.1311
0.197011,4.37733,-4.4404,0.0527353
2.71528,4.25964,-2.43008,0.990578
1.00138,0.841425,2.46039,-3.18958
3.02858,-1.5125,0.249341,1.17261
-1.9245,-0.733597,0.453243,3.24129
-0.150898,-0.815215,3.19819,-4.16532
3.64122,-4.09636,1.46116,0.532826
-4.58022,-6.08734,3.75444,-4.09499
4.45346,-7.26932,1.53166,-3.76032
4.03947,-3.08413,0.0859988,6.70181
-3.31138,1.20193,1.73225,3.2789
5.61415,0.0572358,0.165876,1.08181
0.401224,-1.56781,-3.75958,3.56384
-6.09167,-1.92845,-6.48936,-0.357167
-3.17094,0.934703,-5.01114,1.05025
-8.67316,4.5948,1.99175,0.506882
-3.31165,0.731064,3.12632,2.4062
-2.44487,-4.31573,5.1532,2.3252
0.459299,-1.94649,3.57772,-1.03774
5.93302,1.90369,-2.08918,2.68826
2.61948,-1.11213,3.90992,-3.723
5.16936,-6.51591,2.40093,-0.374751
0.829054,-5.89414,0.832766,-1.89934
-3.18818,-2.53314,-0.210059,-0.28741
-1.0223,2.80556,-3.50174,2.66708
-5.76927,0.937008,-2.27377,3.45099
-3.01951,-2.32407,0.850562,0.853222
-0.999636,0.305481,-3.32722,1.40595
-0.802615,2.46187,-4.54139,-3.35922
2.32517,-0.63354,-4.87621,-3.03104
0.641531,1.36666,-1.2991,8.26315
-4.63286,6.51202,3.78176,8.45671
4.33894,3.69333,1.00618,2.45939
-3.01734,-1.93442,1.27202,0.95267
-10.6138,-4.57604,2.06487,-4.85354
1.85419,-3.0059,3.5882,-4.1218
-2.67459,1.31771,3.29145,4.82698
-1.45881,0.741232,7.77509,-2.86731
8.81222,-4.1205,6.11973,2.09979
7.30363,0.506138,-2.24108,2.83383
5.83981,3.00676,-8.42904,-2.38722
2.55706,3.38774,-4.52111,-0.222265
-4.64508,4.59452,-2.38883,-2.96344
-0.6828,3.38136,-4.14269,1.58611
-10.8929,0.930907,-0.912403,2.52237
-5.03437,4.11024,0.525948,1.10544
3.18816,2.13322,0.923957,2.93141
