a1,a2,a3,a4
-0.0161387,3.27684,-2.9585,-10.4088
4.90723,-2.15351,-3.41721,-5.88936
-2.02462,-1.54883,2.74703,1.03744
2.73266,3.7332,2.48229,4.0934
7.28071,3.44387,1.92867,-0.971704
3.36213,-3.34999,4.07626,-6.12775
6.20171,-7.0856,-2.49937,-6.03075
2.20185,-4.39721,-4.45534,-2.18166
2.64324,0.187128,0.00180731,4.39549
0.00380802,2.86956,5.62774,4.07351
0.473702,-1.00488,1.55825,-3.53935
4.31169,-3.70101,-5.60425,-4.16905
-3.94531,-1.66854,-7.96816,-4.2414
-0.228357,-1.46504,-8.23015,-2.11738
-2.50442,-1.42599,-3.55227,1.76861
-4.96366,-0.217033,1.2862,-1.51478
0.745624,1.64203,-0.901541,4.96091
-3.53294,7.34529,3.54512,8.8234
4.26365,2.65928,6.22965,-3.99379
8.92663,-13.8684,2.62204,-9.77895
-2.22381,-15.8134,1.47934,-6.92276
2.19913,-0.743623,-4.53329,-5.92337
4.75675,6.73885,-2.81129,6.28083
-5.43721,3.89996,15.968,6.92004
6.13129,-3.28383,5.92448,-5.01681
7.00513,-5.52861,-8.25994,-3.16562
-7.72996,-2.12409,-8.06998,-3.3576
2.37648,-2.27906,-10.4667,-3.48487
-0.768673,-4.30515,-3.8915,6.08972
-11.4263,4.19362,6.41424,11.7584
-1.14182,11.2831,-0.938927,7.34392
-0.986726,2.64938,-0.321978,1.10764
-7.28612,-10.3425,7.00594,-10.3075
-0.60096,-12.4822,2.74579,-8.82684
-0.186021,-3.69043,-0.453314,2.52327
3.33757,3.82254,3.42124,12.6938
2.32899,3.58433,13.9957,6.76107
11.3794,-4.4494,7.23633,-6.00697
11.4568,-7.43228,-7.96816,-6.93818
-8.51628,-2.43511,-11.8991,-2.41241
-6.56276,3.98429,-6.62942,-0.57506
-5.56558,6.4338,-0.601618,4.02595
-11.3374,2.57291,2.95577,7.24376
-3.43593,4.91829,-3.80073,13.4874
-4.24097,13.5061,-1.08295,3.53606
4.44887,5.08804,7.00235,-9.85937
5.59925,-11.6713,11.2988,-6.53837
-3.92766,-11.8631,10.6323,-6.12227
13.5029,-3.26634,-2.08618,-6.17459
7.74233,0.656638,-5.34241,12.2979
-5.73885,2.77601,12.4445,6.90261
10.7701,-1.36824,3.70322,-7.43023
-0.913046,4.29897,-5.06566,-2.5819
-15.5755,9.9438,-8.21842,-2.26035
1.01904,7.15901,-7.62713,-4.06772
-4.23134,-2.98664,-2.37245,-2.03695
-4.19199,-5.47506,2.27632,10.5639
-2.25149,0.546277,-0.563679,11.187
3.28411,3.07971,1.56681,2.27652
3.26511,-6.3265,4.26223,-7.69428
-2.28283,-12.3095,7.56357,-4.42127
5.83481,-5.77537,3.86464,-2.74332
9.73643,2.66104,-3.10183,1.33608
-0.438132,4.06726,2.52106,1.48367
2.68504,-1.48822,3.41282,-12.5628
6.32777,1.88729,-3.60772,-6.82374
-6.75408,7.64818,-9.86743,-2.04978
-2.02638,8.71424,-7.15642,1.50039
-1.46123,3.73971,-5.60342,2.50165
-3.01881,-0.943195,2.40325,0.180031
2.00903,-2.11392,0.0637554,5.7075
0.853906,6.10759,1.49893,4.20251
4.27817,0.646741,-2.08784,-4.7333
8.17125,-9.30652,1.79554,-0.901652
-1.3866,-6.82719,2.559,-0.739651
5.08715,4.83749,-2.10232,-0.934224
0.681174,9.19419,-4.9077,-1.72189
-4.35373,3.2523,0.0398892,0.577105
-0.560795,-1.07755,1.37794,-0.315193
-1.39963,2.10788,-5.72993,0.29274
-4.02712,4.34425,-9.91889,7.28239
-6.77552,0.183738,-4.45451,5.52647
-0.609507,-1.28472,1.27448,1.44043
-2.18419,0.689313,2.31427,2.70934
-1.96776,2.49807,4.37356,-1.22695
1.36844,-0.8811,-1.27885,-2.03781
-0.439216,-2.02539,2.95894,-4.36217
1.34551,-4.30894,-0.0328139,-2.22965
0.736128,-1.85835,-2.40514,7.08825
-2.44865,2.53346,0.108731,2.34354
3.23418,3.63558,-0.812966,2.01363
-4.6958,2.71608,2.42215,3.62095
-1.77495,3.85061,4.43565,-6.47927
2.1374,3.83,-1.67258,-0.68171
-5.81144,4.08679,0.783484,0.525365
0.680496,4.0274,0.101558,1.3946
0.528116,4.7556,-2.77542,4.32675
-5.33897,4.51291,-0.570987,2.65832
